name,iata_code
Vermilion Airport,YVG
Vernon Airport,YVE
Tommy Kochon Airport,YCK
Qikiqtarjuaq Airport,YVM
Val-d'Or Airport,YVO
Kuujjuaq Airport,YVP
Norman Wells Airport,YVQ
Vancouver International Airport,YVR
Buffalo Narrows Airport,YVT
Wiarton Airport,YVV
Deer Lake Airport,YVZ
Petawawa Airport,YWA
Winnipeg / James Armstrong Richardson International Airport,YWG
Victoria Harbour Seaplane Base,YWH
Déline Airport,YWJ
Wabush Airport,YWK
Williams Lake Airport,YWL
Webequie Airport,YWP
Wrigley Airport,YWY
Cranbrook/Canadian Rockies International Airport,YXC
Saskatoon John G. Diefenbaker International Airport,YXE
Medicine Hat Regional Airport,YXH
Fort St John Airport,YXJ
Rimouski Airport,YXK
Sioux Lookout Airport,YXL
Whale Cove Airport,YXN
Pangnirtung Airport,YXP
Beaver Creek Airport,YXQ
Earlton (Timiskaming Regional) Airport,YXR
Prince George Airport,YXS
Northwest Regional Airport Terrace-Kitimat,YXT
London Airport,YXU
Abbotsford International Airport,YXX
Whitehorse / Erik Nielsen International Airport,YXY
Wawa Airport,YXZ
North Bay Jack Garland Airport,YYB
Calgary International Airport,YYC
Smithers Airport,YYD
Fort Nelson Airport,YYE
Penticton Airport,YYF
Charlottetown Airport,YYG
Taloyoak Airport,YYH
Victoria International Airport,YYJ
Lynn Lake Airport,YYL
Cowley Airport,YYM
Swift Current Airport,YYN
Churchill Airport,YYQ
Goose Bay Airport,YYR
St. John's International Airport,YYT
Kapuskasing Airport,YYU
Armstrong Airport,YYW
Mont Joli Airport,YYY
Toronto Lester B. Pearson International Airport,YYZ
Gore Bay Manitoulin Airport,YZE
Yellowknife International Airport,YZF
Salluit Airport,YZG
Slave Lake Airport,YZH
Sandspit Airport,YZP
Chris Hadfield Airport,YZR
Coral Harbour Airport,YZS
Port Hardy Airport,YZT
Whitecourt Airport,YZU
Sept-Îles Airport,YZV
Teslin Airport,YZW
CFB Greenwood,YZX
York Landing Airport,ZAC
Shuswap Regional Airport,YSN
Boundary Bay Airport,YDT
Ilford Airport,ILF
Bathurst Airport,ZBF
Bromont (Roland Désourdy) Airport,ZBM
Kelsey Airport,KES
Eastmain River Airport,ZEM
Faro Airport,ZFA
Fond-Du-Lac Airport,ZFD
Pukatawagan Airport,XPK
Fort Mcpherson Airport,ZFM
Tulita Airport,ZFN
Grand Forks Airport,ZGF
Gods River Airport,ZGI
Little Grand Rapids Airport,ZGR
High Prairie Airport,ZHP
Corazón de Jesús Airport,CZJ
Jenpeg Airport,ZJG
Swan River Airport,ZJN
Cascade Locks State Airport,CZK
Kashechewan Airport,ZKE
Thicket Portage Airport,YTD
Muskrat Dam Airport,MSA
South Cariboo Region / 108 Mile Airport,ZMH
Pikwitonei Airport,PIW
Masset Airport,ZMT
Chisana Airport,CZN
Poplar River Airport,XPP
Chistochina Airport,CZO
Sachigo Lake Airport,ZPB
Pincher Creek Airport,WPC
Pinehouse Lake Airport,ZPO
Round Lake (Weagamow Lake) Airport,ZRJ
Sandy Lake Airport,ZSJ
South Indian Lake Airport,XSI
Stewart Airport,ZST
Prince Rupert/Seal Cove Seaplane Base,ZSW
Bloodvein River Airport,YDV
Shamattawa Airport,ZTM
Ignace Municipal Airport,ZUC
Churchill Falls Airport,ZUM
Lac Brochet Airport,XLB
Wollaston Lake Airport,ZWL
Canandaigua Airport,IUA
Delta Junction Airport,DJN
Mostaganem Airport,MQV
Blida Airport,QLD
Bou Saada Airport,BUJ
Soummam–Abane Ramdane Airport,BJA
Houari Boumediene Airport,ALG
Djanet Inedbirene Airport,DJG
Illizi Takhamalt Airport,VVZ
Ain Arnat Airport,QSF
Aguenar – Hadj Bey Akhamok Airport,TMR
Jijel Ferhat Abbas Airport,GJL
Mecheria Airport,MZW
Annaba Rabah Bitat Airport,AAE
Mohamed Boudiaf International Airport,CZL
Oum El Bouaghi Air Base,QMH
Cheikh Larbi Tébessi Airport,TEE
Batna Mostefa Ben Boulaid Airport,BLJ
Daup Airport,DAF
Hassi R'Mel Airport,HRM
Tsletsi Airport,QDJ
Dathina Airport,DAH
Dabo Airport,DAO
Abdelhafid Boussouf Bou Chekif Airport,TID
Tindouf Airport,TIN
Chlef Aboubakr Belkaid International Airport,CFK
Oran Tafraoui Airport,TAF
Zenata – Messali El Hadj Airport,TLM
Oran Es-Sénia (Ahmed Ben Bella) International Airport,ORN
Béchar Boudghene Ben Ali Lotfi Airport,CBH
Sidi Bel Abbes Airport,BFW
Ghriss Airport,MUW
El Bayadh Airport,EBH
In Guezzam Airport,INF
Bordj Badji Mokhtar Airport,BMW
Touat Cheikh Sidi Mohamed Belkebir Airport,AZR
Biskra - Mohamed Khider Airport,BSK
El Golea Airport,ELG
Noumérat - Moufdi Zakaria Airport,GHA
Hassi Messaoud-Oued Irara Krim Belkacem Airport,HME
In Salah Airport,INZ
Touggourt Sidi Madhi Airport,TGR
Laghouat - Molay Ahmed Medeghri Airport,LOO
Guemar Airport,ELU
Timimoun Airport,TMX
Ain Beida Airport,OGX
Zarzaitine - In Aménas Airport,IAM
Cadjehoun Airport,COO
Djougou Airport,DJA
Kandi Airport,KDC
Natitingou Airport,NAE
Parakou Airport,PKO
Savé Airport,SVF
Baicheng Chang'an Airport,DBC
Dutch Bay SPB,DBK
Debepare Airport,DBP
Dambulu Oya Tank Seaplane Base,DBU
Dubai Creek SPB,DCG
Dahl Creek Airport,DCK
Dodoima Airport,DDM
Deqing Moganshan Airport,DEQ
Derim Airport,DER
Nop Goliat Dekai Airport,DEX
Kaya Airport,XKY
Ouahigouya Airport,OUG
Djibo Airport,XDJ
Leo Airport,XLU
Po Airport,PUP
Boulsa Airport,XBO
Bogande Airport,XBG
Diapaga Airport,DIP
Dori Airport,DOR
Fada N'gourma Airport,FNG
Gorom-Gorom Airport,XGG
Kantchari Airport,XKA
Tambao Airport,TMQ
Pama Airport,XPA
Arly Airport,ARL
Sebba Airport,XSE
Tenkodogo Airport,TEG
Zabré Airport,XZA
Ouagadougou Airport,OUA
Banfora Airport,BNR
Dedougou Airport,DGU
Gaoua Airport,XGA
Nouna Airport,XNU
Bobo Dioulasso Airport,BOY
Tougan Airport,TUQ
Diebougou Airport,XDE
Aribinda Airport,XAR
Kotoka International Airport,ACC
Tamale Airport,TML
Dandugama Seaplane Base,DGM
Kumasi Airport,KMS
Sunyani Airport,NYI
Takoradi Airport,TKD
Deer Harbor SPB,DHB
Dalnegorsk Airport,DHG
Ad-Dali Airport,DHL
Aboisso Airport,ABO
Félix-Houphouët-Boigny International Airport,ABJ
Abengourou Airport,OGO
Boundiali Airport,BXI
Bouaké Airport,BYK
Bouna Airport,BQO
Soko Airport,BDK
Dimbokro Airport,DIM
Daloa Airport,DJO
Gagnoa Airport,GGN
Guiglo Airport,GGO
Nero-Mer Airport,BBV
Korhogo Airport,HGO
Man Airport,MJC
Odienne Airport,KEO
Ouango Fitini Airport,OFI
Séguéla Airport,SEO
San Pedro Airport,SPY
Sassandra Airport,ZSS
Tabou Airport,TXU
Mahana Airport,TOZ
Mawella Lagoon Seaplane Base,DIW
Yamoussoukro Airport,ASK
Dalnerechensk Airport,DLR
Katsina Airport,DKA
Nnamdi Azikiwe International Airport,ABV
Akwa Ibom International Airport,QUO
Akure Airport,AKR
Asaba International Airport,ABB
Sir Abubakar Tafawa Balewa International Airport,BCU
Benin Airport,BNI
Margaret Ekpo International Airport,CBQ
Akanu Ibiam International Airport,ENU
Ibadan Airport,IBA
Ilorin International Airport,ILR
Sam Mbakwe International Airport,QOW
Yakubu Gowon Airport,JOS
Kaduna Airport,KAD
Mallam Aminu International Airport,KAN
Maiduguri International Airport,MIU
Makurdi Airport,MDI
Murtala Muhammed International Airport,LOS
Minna Airport,MXJ
Port Harcourt International Airport,PHC
Sadiq Abubakar III International Airport,SKO
Yola Airport,YOL
Zaria Airport,ZAR
Dorobisoro Airport,DOO
Deputatskiy Airport,DPT
Daqing Sa'ertu Airport,DQA
Maradi Airport,MFQ
Diori Hamani International Airport,NIM
Tahoua Airport,THZ
Mano Dayak International Airport,AJY
Arlit Airport,RLT
Zinder Airport,ZND
Dilasag Airport,DSG
Tabarka-Aïn Draham International Airport,TBJ
Monastir Habib Bourguiba International Airport,MIR
Enfidha - Hammamet International Airport,NBE
Tunis Carthage International Airport,TUN
Gafsa Ksar International Airport,GAF
Gabès Matmata International Airport,GAE
Djerba Zarzis International Airport,DJE
El Borma Airport,EBM
Sfax Thyna International Airport,SFA
Tozeur Nefta International Airport,TOE
Andavadoaka Airport,DVD
Diyawanna Oya Seaplane Base,DWO
Dwyer Airport,DWR
Niamtougou International Airport,LRL
Lomé–Tokoin International Airport,LFW
Dazhou Jinya Airport,DZH
Elenak Airport,EAL
Antwerp International Airport (Deurne),ANR
Brussels Airport,BRU
Brussels South Charleroi Airport,CRL
Wevelgem Airport,KJK
Liège Airport,LGG
Ebon Airport,EBO
Ostend-Bruges International Airport,OST
Méndez Airport,MZD
Edna Bay Seaplane Base,EDA
Altenburg-Nobitz Airport,AOC
Heringsdorf Airport,HDF
Riesa-Göhlis Airport,IES
Rechlin-Lärz Airport,REB
Cochstedt Airport,CSO
Barth Airport,BBH
Neubrandenburg Airport,FNB
Flugplatz Güttin / Rügen,GTI
Köthen Airport,KOQ
Peenemünde Airport,PEF
Berlin Brandenburg Airport,BER
Dresden Airport,DRS
Erfurt Airport,ERF
Frankfurt Airport,FRA
Münster Osnabrück Airport,FMO
Hamburg Helmut Schmidt Airport,HAM
Cologne Bonn Airport,CGN
Düsseldorf Airport,DUS
Munich Airport,MUC
Nuremberg Airport,NUE
Leipzig/Halle Airport,LEJ
Saarbrücken Airport,SCN
Stuttgart Airport,STR
Hannover Airport,HAJ
Bremen Airport,BRE
Frankfurt-Hahn Airport,HHN
Mannheim-City Airport,MHG
Eisenach-Kindel Airport,EIB
Siegerland Airport,SGE
Itzehoe/Hungriger Wolf Airfield,IZE
Hamburg-Finkenwerder Airport,XFW
Kiel-Holtenau Airport,KEL
Lübeck Blankensee Airport,LBC
Neumünster Airport,EUM
Memmingen Allgau Airport,FMM
Aachen-Merzbrück Airport,AAH
Essen Mülheim Airport,ESS
Bielefeld Airport,BFE
Mönchengladbach Airport,MGL
Paderborn Lippstadt Airport,PAD
Weeze Airport,NRN
Dortmund Airport,DTM
Augsburg Airport,AGB
Oberpfaffenhofen Airport,OBF
Straubing Airport,RBM
Friedrichshafen Airport,FDH
Schwerin Parchim Airport,SZW
Bayreuth Airport,BYU
Burg Feuerstein Airport,URD
Giebelstadt Airport,GHF
Hof-Plauen Airport,HOQ
Bitburg Airport,BBJ
Zweibrücken Airport,ZQW
Karlsruhe Baden-Baden Airport,FKB
Lahr Airport,LHA
Braunschweig-Wolfsburg Airport,BWE
Kassel-Calden Airport,KSF
Emden Airport,EME
Wangerooge Airport,AGE
Wilhelmshaven-Mariensiel Airport,WVN
Juist Airport,JUI
Langeoog Airport,LGO
Borkum Airport,BMK
Norden-Norddeich Airport,NOD
Varrelbusch Airport,VAC
Norderney Airport,NRD
Baltrum Airport,BMR
Heide-Büsum Airport,HEI
Flensburg-Schäferhaus Airport,FLF
Helgoland-Düne Airport,HGL
Husum-Schwesing Airport,QHU
St. Peter-Ording Airport,PSH
Westerland Sylt Airport,GWT
Wyk auf Föhr Airport,OHR
Kärdla Airport,KDL
Kuressaare Airport,URE
Pärnu Airport,EPU
Berenice International Airport / Banas Cape Air Base,EES
Lennart Meri Tallinn Airport,TLL
Tartu Airport,TAY
Enontekio Airport,ENF
Efogi Airport,EFG
Halli Airport,KEV
Helsinki Vantaa Airport,HEL
Hyvinkää Airfield,HYV
Kitee Airport,KTQ
Ivalo Airport,IVL
Joensuu Airport,JOE
Jyväskylä Airport,JYV
Kauhava Airfield,KAU
Kemi-Tornio Airport,KEM
Kajaani Airport,KAJ
Kauhajoki Airfield,KHJ
Kokkola-Pietarsaari Airport,KOK
Kuusamo Airport,KAO
Kittilä Airport,KTT
Kuopio Airport,KUO
Lappeenranta Airport,LPP
Mariehamn Airport,MHQ
Mikkeli Airport,MIK
Oulu Airport,OUL
Pori Airport,POR
Rovaniemi Airport,RVN
Savonlinna Airport,SVL
Seinäjoki Airport,SJY
Sodankyla Airport,SOT
Tampere-Pirkkala Airport,TMP
Turku Airport,TKU
Utti Air Base,UTI
Vaasa Airport,VAA
Varkaus Airport,VRK
Ylivieska Airfield,YLI
Abu Rudeis Airport,AUE
Belfast International Airport,BFS
Enniskillen/St Angelo Airport,ENK
George Best Belfast City Airport,BHD
City of Derry Airport,LDY
Birmingham International Airport,BHX
Coventry Airport,CVT
Gloucestershire Airport,GLO
Sywell Aerodrome,ORM
Nottingham Airport,NQT
Cotswold Airport,GBA
Manchester Airport,MAN
Upavon Aerodrome,UPV
RNAS Yeovilton,YEO
Campbeltown Airport,CAL
Eday Airport,EOI
Fair Isle Airport,FIE
Whalsay Airstrip,WHS
Coll Airport,COL
North Ronaldsay Airport,NRL
Oban Airport,OBN
Papa Westray Airport,PPW
Stronsay Airport,SOY
Sanday Airport,NDY
Lerwick / Tingwall Airport,LWK
Westray Airport,WRY
Colonsay Airstrip,CSA
Haverfordwest Airport,HAW
Cardiff International Airport,CWL
Swansea Airport,SWS
Bristol Airport,BRS
Liverpool John Lennon Airport,LPL
London Luton Airport,LTN
Land's End Airport,LEQ
St. Mary's Airport,ISC
Bournemouth Airport,BOH
Southampton Airport,SOU
Bembridge Airport,BBP
Cornwall Airport Newquay,NQY
Goodwood Aerodrome,QUG
Alderney Airport,ACI
Guernsey Airport,GCI
Jersey Airport,JER
Shoreham Airport,ESH
London Biggin Hill Airport,BQH
London Gatwick Airport,LGW
London City Airport,LCY
Farnborough Airport,FAB
Blackbushe Airport,BBS
London Heathrow Airport,LHR
Southend Airport,SEN
Lydd Airport,LYX
Carlisle Airport,CAX
Blackpool International Airport,BLK
Humberside Airport,HUY
Barrow Walney Island Airport,BWF
Leeds Bradford Airport,LBA
Warton Aerodrome,WRT
Hawarden Airport,CEG
Isle of Man Airport,IOM
Newcastle Airport,NCL
Teesside International Airport,MME
East Midlands Airport,EMA
Anglesey Airport,VLY
Kirkwall Airport,KOI
Sumburgh Airport,LSI
Wick Airport,WIC
Aberdeen Dyce Airport,ABZ
Inverness Airport,INV
Glasgow International Airport,GLA
Edinburgh Airport,EDI
Islay Airport,ILY
Glasgow Prestwick Airport,PIK
Benbecula Airport,BEB
Dundee Airport,DND
Stornoway Airport,SYY
Barra Airport,BRR
Perth/Scone Airport,PSL
Tiree Airport,TRE
Unst Airport,UNT
Leuchars Station Airfield,ADX
RAF Lossiemouth,LMO
Cambridge Airport,CBG
Norwich Airport,NWI
London Stansted Airport,STN
Wycombe Air Park,HYC
Exeter International Airport,EXT
Oxford (Kidlington) Airport,OXF
Rochester Airport,RCS
RAF Benson,BEX
RAF Lakenheath,LKZ
RAF Mildenhall,MHZ
RAF Wyton,QUY
RAF Fairford,FFD
RAF Brize Norton,BZZ
RAF Odiham,ODH
RAF Northolt,NHT
RAF Coningsby,QCY
RAF Honington,BEQ
RAF Scampton,SQZ
RAF Waddington,WTN
RAF Marham,KNF
Mount Pleasant Airport,MPN
Amsterdam Airport Schiphol,AMS
Maastricht Aachen Airport,MST
Eindhoven Airport,EIN
Groningen Airport Eelde,GRQ
Gilze Rijen Air Base,GLZ
De Kooy Airfield / Den Helder Naval Air Station,DHR
Lelystad Airport,LEY
Leeuwarden Air Base,LWR
Rotterdam The Hague Airport,RTM
Twente Airport,ENS
Ezhou Huahu Airport,EHU
Volkel Air Base,UDE
Woensdrecht Air Base,WOE
Bantry Aerodrome,BYT
Belmullet Aerodrome,BLY
Connemara Regional Airport,NNR
Cork Airport,ORK
Galway Airport,GWY
Donegal Airport,CFN
Dublin Airport,DUB
Inishmore Aerodrome,IOR
Inisheer Aerodrome,INQ
Kilkenny Airport,KKY
Ireland West Knock Airport,NOC
Kerry Airport,KIR
Letterkenny Airfield,LTR
Inishmaan Aerodrome,IIA
Shannon Airport,SNN
Sligo Airport,SXL
Waterford Airport,WAT
Ejin Banner Taolai Airport,EJN
Enejit Airport,EJT
Aarhus Airport,AAR
Billund Airport,BLL
Copenhagen Kastrup Airport,CPH
Esbjerg Airport,EBJ
Karup Airport,KRP
Læsø Airport,BYR
Lolland Falster Maribo Airport,MRW
Odense Airport,ODE
Copenhagen Roskilde Airport,RKE
Bornholm Airport,RNN
Sønderborg Airport,SGD
Sindal Airport,CNL
Skrydstrup Air Base,SKS
Skive Airport,SQW
Thisted Airport,TED
Vágar Airport,FAE
Stauning Airport,STA
Aalborg Airport,AAL
Luxembourg-Findel International Airport,LUX
El Mirador Heliport,EMR
"Ålesund Airport, Vigra",AES
"Andøya Airport, Andenes",ANX
Alta Airport,ALF
"Førde Airport, Bringeland",FDE
"Brønnøysund Airport, Brønnøy",BNN
Bodø Airport,BOO
"Bergen Airport, Flesland",BGO
Båtsfjord Airport,BJF
Berlevåg Airport,BVG
"Kristiansand Airport, Kjevik",KRS
Bardufoss Airport,BDU
"Harstad/Narvik Airport, Evenes",EVE
"Fagernes Airport, Leirin",VDB
Florø Airport,FRO
"Oslo Airport, Gardermoen",OSL
"Hamar Lufthavn, Stavsberg",HMR
"Haugesund Airport, Karmøy",HAU
Hammerfest Airport,HFT
Hasvik Airport,HAA
"Honningsvåg Airport, Valan",HVG
"Kristiansund Airport, Kvernberget",KSU
Gol Airport,GLL
"Kirkenes Airport, Høybuktmoen",KKN
Leknes Airport,LKN
Mehamn Airport,MEH
"Molde Airport, Årø",MOL
"Mosjøen Airport, Kjærstad",MJF
"Lakselv Airport, Banak",LKL
Namsos Airport,OSY
Notodden Airport,NTB
Ørland Airport,OLA
"Ørsta-Volda Airport, Hovden",HOV
"Mo i Rana Airport, Røssvoll",MQN
"Rørvik Airport, Ryum",RVK
Røros Airport,RRS
Røst Airport,RET
"Moss Airport, Rygge",RYG
"Svalbard Airport, Longyear",LYR
"Sandane Airport, Anda",SDN
"Sogndal Airport, Haukåsen",SOG
"Svolvær Airport, Helle",SVJ
"Stokmarknes Airport, Skagen",SKN
Skien Airport,SKE
"Stord Airport, Sørstokken",SRP
Sørkjosen Airport,SOJ
"Vardø Airport, Svartnes",VAW
"Sandnessjøen Airport, Stokka",SSJ
"Tromsø Airport, Langnes",TOS
"Sandefjord Airport, Torp",TRF
"Trondheim Airport, Værnes",TRD
Vadsø Airport,VDS
Yan'an Nanniwan Airport,ENY
"Stavanger Airport, Sola",SVG
Bydgoszcz Ignacy Jan Paderewski Airport,BZG
Częstochowa-Rudniki,CZW
Gdańsk Lech Wałęsa Airport,GDN
Kraków John Paul II International Airport,KRK
Katowice International Airport,KTW
Lublin Airport,LUZ
Łódź Władysław Reymont Airport,LCJ
Modlin Airport,WMI
Poznań-Ławica Airport,POZ
Radom Airport,RDO
Rzeszów-Jasionka Airport,RZE
"Szczecin-Goleniów ""Solidarność"" Airport",SZZ
Olsztyn-Mazury Airport,SZY
Warsaw Chopin Airport,WAW
Copernicus Wrocław Airport,WRO
Zielona Góra-Babimost Airport,IEG
Erdenet Airport,ERT
Ronneby Airport,RNB
Gothenburg-Landvetter Airport,GOT
Jönköping Airport,JKG
Lidköping-Hovby Airport,LDK
Gothenburg City Airport,GSE
Skövde Airport,KVB
Trollhättan-Vänersborg Airport,THN
Karlskoga Airport,KSK
Mora Airport,MXX
Stockholm Skavsta Airport,NYO
Scandinavian Mountains Airport,SCR
Kristianstad Airport,KID
Oskarshamn Airport,OSK
Kalmar Airport,KLR
Malmö Sturup Airport,MMX
Halmstad Airport,HAD
Växjö Kronoberg Airport,VXO
Sveg Airport,EVG
Gällivare Airport,GEV
Kramfors-Sollefteå Höga Kusten Airport,KRF
Lycksele Airport,LYC
Sundsvall-Härnösand Airport,SDL
Örnsköldsvik Airport,OER
Kiruna Airport,KRN
Skellefteå Airport,SFT
Umeå Airport,UME
Vilhelmina South Lapland Airport,VHM
Arvidsjaur Airport,AJR
Söderhamn Airport,SOO
Åre Östersund Airport,OSD
Örebro Airport,ORB
Hagfors Airport,HFS
Karlstad Airport,KSD
Stockholm Västerås Airport,VST
Luleå Airport,LLA
Stockholm-Arlanda Airport,ARN
Stockholm-Bromma Airport,BMA
Dala Airport,BLE
Hultsfred Airport,HLF
Gävle Sandviken Airport,GVX
Linköping City Airport,LPI
Norrköping Airport,NRK
Torsby Airport,TYF
Eskilstuna Airport,EKT
Visby Airport,VBY
Västervik Airport,VVK
Ängelholm-Helsingborg Airport,AGH
Storuman Airport,SQO
Idre Airport,IDB
Pajala Airport,PJA
Hemavan Airport,HMV
Kombolcha Airport,DSE
Geladi Airport,GLC
Shire Inda Selassie Airport,SHC
Spangdahlem Air Base,SPM
Ramstein Air Base,RMS
Fritzlar Army Airfield,FRZ
Illesheim Army Heliport,ILH
Flugplatz Kitzingen,KZG
Nordholz Naval Airbase,FCN
Geilenkirchen Air Base,GKE
Rostock-Laage Airport,RLG
Schleswig Air Base,WBG
Wiesbaden Army Airfield,WIE
Ingolstadt Manching Airport,IGS
Daugavpils International Airport,DGP
Liepāja International Airport,LPX
Riga International Airport,RIX
Ventspils International Airport,VNT
Excursion Inlet Seaplane Base,EXI
Kaunas International Airport,KUN
Palanga International Airport,PLQ
Panevėžys Air Base,PNV
Šiauliai International Airport,SQQ
Vilnius International Airport,VNO
Ranger Municipal Airport,RGR
Alexander Bay Airport,ALJ
Aggeneys Airport,AGZ
Alldays Airport,ADY
Bisho Airport,BIY
Bram Fischer International Airport,BFN
Bultfontein Airport,UTE
Arathusa Safari Lodge Airport,ASS
Cradock Airport,CDO
Cape Town International Airport,CPT
Mubatuba Airport,DUK
Zulu Inyala Airport,PZL
Ben Schoeman Airport,ELS
Empangeni Airport,EMG
Ellisras Matimba Airport,ELL
Ficksburg Sentraoes Airport,FCB
Grand Central Airport,GCJ
George Airport,GRJ
Giyani Airport,GIY
Rand Airport,QRA
Hluhluwe Airport,HLW
Harrismith Airport,HRS
Hoedspruit Air Force Base Airport,HDS
P C Pelser Airport,KXE
Kimberley Airport,KIM
Kruger Mpumalanga International Airport,MQP
Komatipoort Airport,KOF
Johan Pienaar Airport,KMH
Kleinsee Airport,KLZ
Lanseria International Airport,HLA
Lime Acres Finsch Mine Airport,LMR
Londolozi Airport,LDZ
King Shaka International Airport,DUR
Lusikisiki Airport,LUJ
Louis Trichardt Airport,LCD
Langebaanweg Airport,SDB
Ladysmith Airport,LAY
Malamala Airport,AAM
Margate Airport,MGH
Musina(Messina) Airport,MEZ
Mmabatho International Airport,MBD
Riverside Airport,LLE
Mossel Bay Airport,MZY
Mkuze Airport,MZQ
Newcastle Airport,NCS
Ngala Airport,NGL
Nelspruit Airport,NLP
Overberg Airport,OVG
Oudtshoorn Airport,OUH
OR Tambo International Airport,JNB
Port Alfred Airport,AFD
Chief Dawid Stuurman International Airport,PLZ
Plettenberg Bay Airport,PBZ
Hendrik Van Eck Airport,PHW
Port St Johns Airport,JOH
Prieska Airport,PRK
Pietermaritzburg Airport,PZB
Pilanesberg International Airport,NTY
Polokwane International Airport,PTG
Potchefstroom Airport,PCF
Queenstown Airport,UTW
Richards Bay Airport,RCB
Reivilo Airport,RVO
Robertson Airport,ROD
Springbok Airport,SBU
Secunda Airport,ZEC
Sabi Sabi Airport,GSS
Sishen Airport,SIS
Skukuza Airport,SZK
Thohoyandou Airport,THY
Thaba Nchu Tar Airport,TCU
Tzaneen Airport,LTA
Prince Mangosuthu Buthelezi Airport,ULD
Pierre Van Ryneveld Airport,UTN
K. D. Matanzima Airport,UTT
Vryburg Airport,VRU
Virginia Airport,VIR
Vredendal Airport,VRE
Vryheid Airport,VYD
Wonderboom Airport,PRY
Waterkloof Air Force Base,WKF
P G Matante Intl,FRW
Ghanzi Airport,GNZ
Jwaneng Airport,JWA
Kasane Airport,BBK
Khwai River Lodge Airport,KHW
Lobatse Airport,LOQ
Maun Airport,MUB
Orapa Airport,ORP
Palapye Airport,QPH
Sir Seretse Khama International Airport,GBE
Sua Pan Airport,SXN
Selebi Phikwe Airport,PKW
Savuti Airport,SVT
Shakawe Airport,SWX
Limpopo Valley Airport,TLD
Tshabong Airport,TBY
Maya-Maya Airport,BZV
Djambala Airport,DJM
Kindamba Airport,KNJ
Lague Airport,LCO
Mouyondzi Airport,MUY
Sibiti Airport,SIB
Yokangassi Airport,NKY
Zanaga Airport,ANJ
Mossendjo Airport,MSX
Boundji Airport,BOE
Oyo Ollombo Airport,OLL
Ewo Airport,EWO
Gamboma Airport,GMM
Impfondo Airport,ION
Kelle Airport,KEE
Makoua Airport,MKJ
Owando Airport,FTX
Souanke Airport,SOE
Betou Airport,BTB
Ouesso Airport,OUE
Makabana Airport,KMK
Ngot Nzoungou Airport,DIS
Antonio Agostinho-Neto International Airport,PNR
Matsapha Airport,MTS
King Mswati III International Airport,SHO
Fetlar Airstrip,FEA
Carnot Airport,CRF
Bangui M'Poko International Airport,BGF
Bangassou Airport,BGU
Birao Airport,IRO
Bambari Airport,BBY
N'Délé Airport,NDL
Bouar Airport,BOP
Bria Airport,BIV
Bossangoa Airport,BSN
Berbérati Airport,BBT
Ouadda Airport,ODA
Yalinga Airport,AIG
Zemio Airport,IMO
M'Boki Airport,MKI
Batangafo Airport,BTG
Gordil Airport,GDI
Bakouma Airport,BMF
Ouanda Djallé Airport,ODJ
Rafaï Airport,RFA
Bouca Airport,BCF
Bozoum Airport,BOZ
Annobón Airport,NBN
Bata Airport,BSG
President Obiang Nguema International Airport,GEM
Malabo Airport,SSG
RAF Ascension Island,ASI
Saint Helena Airport,HLE
Sir Seewoosagur Ramgoolam International Airport,MRU
Sir Charles Gaetan Duval Airport,RRG
